차종,공장명(국가),월,Korea,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,연도
Soul EV,Korean Plant,12월,0,0.0,9.0,0.0,87.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2023
Niro,Korean Plant,12월,0,1272.0,67.0,111.0,2185.0,32.0,165.0,44.0,46.0,188.0,0.0,0.0,2023
Niro EV,Korean Plant,12월,0,1169.0,282.0,0.0,2139.0,68.0,17.0,9.0,41.0,147.0,0.0,0.0,2023
Niro Plus,Korean Plant,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,90.0,0.0,0.0,2023
Niro Plus EV,Korean Plant,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2023
EV6,Korean Plant,12월,0,1249.0,216.0,8.0,1942.0,5.0,16.0,1.0,19.0,510.0,30.0,5.0,2023
EV9,Korean Plant,12월,0,1113.0,41.0,0.0,919.0,2.0,8.0,4.0,2.0,117.0,0.0,0.0,2023
Sportage,Korean Plant,12월,0,4208.0,1071.0,601.0,0.0,528.0,810.0,0.0,0.0,2040.0,0.0,0.0,2023
Sorento,Korean Plant,12월,0,1437.0,2.0,0.0,1098.0,248.0,127.0,980.0,125.0,538.0,0.0,0.0,2023
Mohave / Borrego,Korean Plant,12월,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Carnival / Sedona,Korean Plant,12월,0,3603.0,292.0,0.0,0.0,51.0,80.0,182.0,123.0,1311.0,0.0,0.0,2023
Bongo / Frontier,Korean Plant,12월,0,0.0,0.0,0.0,0.0,613.0,889.0,1549.0,144.0,185.0,0.0,0.0,2023
Bus,Korean Plant,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Cee'd,Slovakia Plant,12월,0,0.0,0.0,0.0,5722.0,329.0,5.0,0.0,53.0,14.0,0.0,0.0,2023
Cee'd CUV,Slovakia Plant,12월,0,0.0,0.0,0.0,2558.0,269.0,17.0,0.0,106.0,0.0,0.0,0.0,2023
Sportage,Slovakia Plant,12월,0,0.0,0.0,0.0,10679.0,963.0,582.0,1120.0,1179.0,0.0,0.0,0.0,2023
Pride / Rio (SC),Mexico Plant,12월,0,1279.0,289.0,4160.0,0.0,0.0,1061.0,74.0,61.0,2.0,0.0,0.0,2023
K3,Mexico Plant,12월,0,9576.0,621.0,1012.0,0.0,0.0,156.0,0.0,0.0,2.0,0.0,0.0,2023
Pride / Rio (FB),Russia Plant(incl. CKD Sales),12월,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
K3 (CKD),Russia Plant(incl. CKD Sales),12월,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Soul (CKD),Russia Plant(incl. CKD Sales),12월,0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Seltos (CKD),Russia Plant(incl. CKD Sales),12월,0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Sorento (CKD),Russia Plant(incl. CKD Sales),12월,0,0,0,0,0,0,0,0,0.0,0,0,0,2023
Optima / K5,US Plant,12월,0,4866.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2023
Sportage,US Plant,12월,0,6925.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2023
Sorento,US Plant,12월,0,6302.0,186.0,154.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2023
Telluride,US Plant,12월,0,9441.0,158.0,0.0,0.0,0.0,11.0,87.0,0.0,1.0,0.0,0.0,2023
Pegas,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,2039.0,1339.0,115.0,133.0,0.0,48.0,2023
Forte,China Plants,12월,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1493.0,2023
K3,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,2023
K5 / Optima,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,2023
KX1,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,859.0,2023
KX3,China Plants,12월,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1345.0,2023
Zhipao,China Plants,12월,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,682.0,2023
Sportage(KX5),China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,2023
KX7,China Plants,12월,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,2023
Carnival,China Plants,12월,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,156.0,2023
Sonet,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Seltos,China Plants,12월,0,0.0,0.0,1649.0,0.0,0.0,719.0,1066.0,1.0,54.0,0.0,0.0,2023
EV5,China Plants,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,2023
Sonet,India Plants,12월,0,0.0,0.0,0.0,0.0,0.0,1393.0,1885.0,1101.0,101.0,3903.0,0.0,2023
Seltos,India Plants,12월,0,0.0,0.0,16.0,0.0,0.0,253.0,174.0,427.0,97.0,10436.0,0.0,2023
Carens MPV,India Plants,12월,0,0.0,0.0,0.0,0.0,0.0,249.0,205.0,68.0,55.0,4727.0,0.0,2023
Carnival (CKD),India Plants,12월,0,0,0,0,0,0,0,0,0.0,0,0,0,2023
Morning / Picanto,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,102.0,0.0,0.0,2023
Pegas,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2023
K3,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,389.0,0.0,0.0,2023
K5 / Optima,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2023
"K7, K8 / Cadenza",CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Sonet,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1372.0,0.0,0.0,2023
Stonic,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2023
Seltos,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,2023
Niro,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
EV6,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Sportage,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,950.0,0.0,193.0,0.0,251.0,0.0,0.0,2023
Sorento,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,134.0,0.0,0.0,2023
New Carens,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Carens MPV,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,2023
Carnival / Sedona,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,2023
Bongo / Frontier,CKD (excl. Russia),12월,0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,501.0,0.0,0.0,2023
Bongo,Special Vehicle,12월,0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,16.0,0.0,0.0,2023
Millitary,Special Vehicle,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2023
Bongo (CKD),Special Vehicle,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Millitary (CKD),Special Vehicle,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Bus (CKD),Special Vehicle,12월,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2023
Morning / Picanto,Korea Plants,1월,1214.0,0.0,0.0,0.0,4726.0,68.0,1564.0,1274.0,748.0,315.0,0.0,0.0,2024
Pride / Rio,Korea Plants,1월,0.0,0.0,0.0,0.0,82.0,2.0,0.0,148.0,2.0,0.0,0.0,0.0,2024
Ray,Korea Plants,1월,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,1월,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,1월,1419.0,0.0,9.0,39.0,0.0,71.0,10.0,749.0,104.0,1030.0,0.0,0.0,2024
K5 / Optima,Korea Plants,1월,3336.0,0.0,0.0,0.0,0.0,772.0,5.0,926.0,13.0,2.0,0.0,0.0,2024
Stinger,Korea Plants,1월,0.0,-1.0,7.0,0.0,33.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,1월,2917.0,0.0,0.0,0.0,0.0,30.0,0.0,110.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,1월,175.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,1월,0.0,0.0,0.0,0.0,5338.0,475.0,127.0,770.0,115.0,755.0,0.0,0.0,2024
Seltos,Korea Plants,1월,3944.0,4000.0,1726.0,0.0,0.0,359.0,551.0,513.0,0.0,992.0,0.0,0.0,2024
Soul,Korea Plants,1월,0.0,3271.0,175.0,188.0,0.0,22.0,170.0,0.0,0.0,24.0,0.0,0.0,2024
Soul EV,Korea Plants,1월,0.0,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,1월,1220.0,1226.0,102.0,136.0,3440.0,0.0,89.0,238.0,34.0,158.0,0.0,0.0,2024
Niro EV,Korea Plants,1월,19.0,836.0,258.0,0.0,2606.0,51.0,8.0,160.0,3.0,60.0,0.0,0.0,2024
Niro Plus,Korea Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,3.0,0.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,1월,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,2024
EV3,Korea Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,1월,29.0,1213.0,438.0,7.0,2315.0,14.0,15.0,40.0,13.0,280.0,29.0,18.0,2024
EV9,Korea Plants,1월,449.0,1408.0,50.0,0.0,1296.0,11.0,8.0,12.0,1.0,151.0,0.0,0.0,2024
Sportage,Korea Plants,1월,5934.0,4739.0,1608.0,608.0,0.0,789.0,707.0,0.0,0.0,2613.0,0.0,0.0,2024
Sorento,Korea Plants,1월,9284.0,1280.0,0.0,0.0,1461.0,108.0,117.0,980.0,40.0,767.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,1월,291.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,1월,7049.0,3013.0,382.0,0.0,0.0,43.0,68.0,264.0,22.0,915.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,1월,3055.0,0.0,0.0,0.0,0.0,13.0,993.0,1671.0,189.0,145.0,0.0,0.0,2024
Bongo EV,Korea Plants,1월,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,1월,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,1월,0.0,0.0,0.0,0.0,6445.0,362.0,6.0,0.0,16.0,15.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,1월,0.0,0.0,0.0,0.0,2970.0,142.0,6.0,0.0,120.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,1월,0.0,0.0,0.0,0.0,13961.0,949.0,382.0,1359.0,616.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,1월,0.0,929.0,358.0,4480.0,0.0,0.0,969.0,135.0,61.0,9.0,0.0,0.0,2024
K3,Mexico Plant,1월,0.0,8977.0,753.0,797.0,0.0,0.0,148.0,0.0,0.0,17.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),1월,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,1월,0.0,3288.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,1월,0.0,5255.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,1월,0.0,4740.0,388.0,159.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,1월,0.0,6916.0,254.0,0.0,0.0,0.0,4.0,109.0,0.0,0.0,0.0,0.0,2024
EV9,US Plant,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,2855.0,191.0,155.0,0.0,380.0,2024
Forte,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,2024
K3,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,2024
K4,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2024
KX1,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,446.0,2024
Sonet,China Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
KX3 / Seltos,China Plants,1월,0.0,0.0,0.0,1765.0,0.0,0.0,764.0,918.0,7.0,61.0,0.0,854.0,2024
Zhipao,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,2024
KX5 / Sportage,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,2024
Carnival,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,2024
EV5,China Plants,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,2024
Sonet,India Plant,1월,0.0,0.0,0.0,0.0,0.0,0.0,970.0,393.0,534.0,158.0,7003.0,0.0,2024
Seltos,India Plant,1월,0.0,0.0,0.0,25.0,0.0,0.0,126.0,0.0,202.0,80.0,7025.0,0.0,2024
Carens MPV,India Plant,1월,0.0,0.0,0.0,0.0,0.0,0.0,241.0,434.0,48.0,51.0,4597.0,0.0,2024
Carnival (CKD),India Plant,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,2024
Pegas,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,2024
K3,CKD,1월,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,44.0,0.0,0.0,2024
K4,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,530.0,0.0,0.0,2024
Stonic,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,1월,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,563.0,0.0,0.0,2024
Soul,CKD,1월,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,1월,0.0,0.0,0.0,0.0,0.0,890.0,0.0,120.0,0.0,91.0,0.0,0.0,2024
Sorento,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,35.0,0.0,0.0,2024
New Carens,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2024
Carnival / Sedona,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,2024
Bongo / Frontier,CKD,1월,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,502.0,0.0,0.0,2024
Bongo,Special Vehicle,1월,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,2024
Millitary,Special Vehicle,1월,75.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,2월,1140.0,0.0,0.0,0.0,3529.0,174.0,1754.0,471.0,775.0,384.0,0.0,0.0,2024
Pride / Rio,Korea Plants,2월,0.0,0.0,0.0,0.0,86.0,1.0,1.0,58.0,0.0,1.0,0.0,0.0,2024
Ray,Korea Plants,2월,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,2월,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,2월,1315.0,0.0,38.0,31.0,0.0,117.0,19.0,766.0,189.0,1163.0,0.0,0.0,2024
K5 / Optima,Korea Plants,2월,2970.0,0.0,0.0,0.0,0.0,735.0,12.0,719.0,2.0,1.0,0.0,0.0,2024
Stinger,Korea Plants,2월,0.0,0.0,4.0,0.0,10.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,2월,2165.0,0.0,0.0,0.0,0.0,11.0,0.0,94.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,2월,191.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,2월,0.0,0.0,0.0,0.0,4496.0,429.0,143.0,208.0,267.0,1015.0,0.0,0.0,2024
Seltos,Korea Plants,2월,3967.0,4766.0,1714.0,0.0,0.0,319.0,468.0,351.0,0.0,946.0,0.0,0.0,2024
Soul,Korea Plants,2월,0.0,3897.0,250.0,131.0,0.0,10.0,199.0,0.0,0.0,1.0,0.0,0.0,2024
Soul EV,Korea Plants,2월,0.0,0.0,0.0,0.0,125.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2024
Niro,Korea Plants,2월,938.0,1210.0,119.0,98.0,3074.0,2.0,88.0,88.0,42.0,172.0,0.0,0.0,2024
Niro EV,Korea Plants,2월,2.0,1301.0,394.0,0.0,2082.0,44.0,7.0,58.0,1.0,137.0,0.0,0.0,2024
Niro Plus,Korea Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,9.0,0.0,0.0,2024
EV3,Korea Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,2월,155.0,1309.0,457.0,7.0,1841.0,17.0,12.0,38.0,17.0,289.0,21.0,6.0,2024
EV9,Korea Plants,2월,124.0,1318.0,83.0,0.0,714.0,14.0,9.0,1.0,1.0,109.0,0.0,0.0,2024
Sportage,Korea Plants,2월,6991.0,5334.0,1691.0,562.0,0.0,526.0,567.0,0.0,0.0,1969.0,0.0,0.0,2024
Sorento,Korea Plants,2월,8671.0,1334.0,0.0,0.0,1020.0,453.0,202.0,1761.0,45.0,1066.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,2월,241.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,2월,7989.0,3074.0,283.0,0.0,0.0,59.0,64.0,232.0,21.0,663.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,2월,2897.0,0.0,0.0,0.0,0.0,214.0,1056.0,1149.0,186.0,126.0,0.0,0.0,2024
Bongo EV,Korea Plants,2월,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,2월,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,2월,0.0,0.0,0.0,0.0,6773.0,315.0,2.0,105.0,9.0,5.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,2월,0.0,0.0,0.0,0.0,3008.0,48.0,17.0,0.0,232.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,2월,0.0,0.0,0.0,0.0,12326.0,692.0,442.0,1480.0,476.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,2월,0.0,648.0,229.0,4592.0,0.0,0.0,941.0,369.0,0.0,3.0,0.0,0.0,2024
K3,Mexico Plant,2월,0.0,11229.0,982.0,801.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),2월,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,2월,0.0,2291.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,2월,0.0,6747.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,2월,0.0,6091.0,332.0,136.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,2월,0.0,8510.0,162.0,0.0,0.0,0.0,13.0,434.0,0.0,0.0,0.0,0.0,2024
EV9,US Plant,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2691.0,162.0,168.0,0.0,45.0,2024
Forte,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146.0,2024
K3,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,2024
K4,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2024
KX1,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,348.0,2024
Sonet,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
KX3 / Seltos,China Plants,2월,0.0,0.0,0.0,1726.0,0.0,0.0,782.0,1183.0,18.0,45.0,0.0,697.0,2024
Zhipao,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2024
KX5 / Sportage,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,2024
Carnival,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,2024
EV5,China Plants,2월,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,2024
Sonet,India Plant,2월,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,558.0,683.0,163.0,7562.0,0.0,2024
Seltos,India Plant,2월,0.0,0.0,0.0,11.0,0.0,0.0,147.0,1.0,191.0,92.0,6250.0,0.0,2024
Carens MPV,India Plant,2월,0.0,0.0,0.0,0.0,0.0,0.0,190.0,275.0,26.0,59.0,4176.0,0.0,2024
Carnival (CKD),India Plant,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,39.0,0.0,0.0,2024
Pegas,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2024
K3,CKD,2월,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,198.0,0.0,0.0,2024
K4,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,330.0,0.0,0.0,2024
Stonic,CKD,2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,2월,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,276.0,0.0,0.0,2024
Soul,CKD,2월,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
