거래 구분,차종 구분,2016년01,2016년02,2016년03,2016년04,2016년05,2016년06,2016년07,2016년08,2016년09,2016년10,2016년11,2016년12,2017년01,2017년02,2017년03,2017년04,2017년05,2017년06,2017년07,2017년08,2017년09,2017년10,2017년11,2017년12,2018년01,2018년02,2018년03,2018년04,2018년05,2018년06,2018년07,2018년08,2018년09,2018년10,2018년11,2018년12,2019년01,2019년02,2019년03,2019년04,2019년05,2019년06,2019년07,2019년08,2019년09,2019년10,2019년11,2019년12,2020년01,2020년02,2020년03,2020년04,2020년05,2020년06,2020년07,2020년08,2020년09,2020년10,2020년11,2020년12,2021년01,2021년02,2021년03,2021년04,2021년05,2021년06,2021년07,2021년08,2021년09,2021년10,2021년11,2021년12,2022년01,2022년02,2022년03,2022년04,2022년05,2022년06,2022년07,2022년08,2022년09,2022년10,2022년11,2022년12,2023년01,2023년02,2023년03,2023년04,2023년05,2023년06,2023년07,2023년08,2023년09,2023년10,2023년11,2023년12,2024년01,2024년02,2024년03,2024년04,2024년05,2024년06,2024년07,2024년08,2024년09,2024년10,2024년11,2024년12,2025년01,2025년02,,,,,,,,,,,,,,,,,
수출,Bus, 1 , - , 1 , - , - , - , - , - , - ,, 3 ,, - , - , - , - , 4 , 6 , - , 12 , 16 , - , - , - ,, 8 ,,,, 6 , - , 4 , - ,, 3 ,, - , - , - , - , - , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,, 6 ,,,,, - , - , 1 , - , - , - , - , - ,,,,, - , - , - , - ,,,,,,,,,,,,,,,,,,,,, - ,, 75 ,,,,,,,,,,,,,,,,
수출,Military, 88 , 200 , - , 192 , 20 , - , - , 3 , - , 65 , 38 ,, 35 , 155 , 28 , 2 , 1 , 3 , - , 2 , 2 , - , 305 , 43 , 48 , 34 , 51 ,,, 101 , - , 37 , - , 3 , 10 , 56 , - , - , - , 50 , 5 , 80 , - , 100 , 118 , 50 , 1 , - , 186 , 74 , 1 , 10 , - , 100 , - , 9 , 22 , - , - , 120 , 4 , 100 , - , 50 , - , 13 , 103 , 50 , 22 , - , - , 100 , - , - , 20 , 100 , - , 11 , - , - , 2 ,, 80 , 89 , - , - , 21 , 100 , 110 , 30 ,,,,, 63 , 30 , 10 , 3 , 25 , 52 , 14 , 50 , 51 ,,,, 57 , 68 , - , 71 ," 3,947 ",,,,,,,,,,,,,,,,
수출,DE, 5 , 2 , - , 13 ," 2,289 "," 2,530 "," 2,240 ", 825 ," 1,930 "," 2,495 "," 5,487 "," 8,133 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25,949 ",,,,,,,,,,,,,,,,
수출,Seltos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 2 , 10 , 5 , 3 , 9 , - , 453 ," 3,317 "," 4,589 "," 6,822 "," 5,019 "," 5,184 "," 7,270 "," 4,333 "," 5,360 "," 9,585 "," 10,799 "," 8,288 "," 11,096 "," 11,540 "," 9,034 "," 5,834 "," 7,865 "," 7,909 "," 7,301 "," 7,157 "," 5,147 "," 5,981 "," 4,944 "," 5,091 "," 5,808 "," 5,073 "," 5,178 "," 7,134 "," 8,095 "," 5,703 "," 6,295 "," 5,963 "," 7,411 "," 6,524 "," 11,257 "," 7,926 "," 7,403 "," 8,670 "," 8,521 "," 8,660 "," 11,408 "," 9,238 "," 11,414 "," 10,348 "," 9,390 "," 9,030 "," 9,444 "," 8,691 "," 8,332 "," 8,786 "," 10,674 "," 10,338 "," 10,285 "," 9,445 "," 9,129 "," 10,435 "," 7,970 "," 8,683 "," 8,261 "," 7,561 "," 5,641 "," 6,032 "," 4,060 "," 9,534 "," 8,336 "," 8,589 "," 506,622 ",,,,,,,,,,,,,,,,
수출,Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 13,795 "," 10,178 "," 13,348 "," 14,744 "," 14,755 "," 13,425 "," 13,822 "," 8,826 "," 9,810 "," 7,841 "," 10,588 "," 7,758 "," 7,466 "," 7,742 "," 10,449 "," 5,531 "," 3,980 "," 4,798 "," 8,111 "," 5,305 "," 9,095 "," 8,739 "," 7,398 "," 5,307 "," 7,686 "," 7,614 "," 8,902 "," 11,024 "," 6,996 "," 9,750 "," 8,913 "," 7,171 "," 5,572 "," 6,501 "," 7,607 "," 8,385 "," 6,955 "," 3,286 "," 5,244 "," 7,060 "," 5,129 "," 6,255 "," 8,964 "," 6,449 "," 5,180 "," 5,771 "," 7,990 "," 7,907 "," 7,826 "," 6,637 "," 6,533 "," 6,596 "," 6,898 "," 6,394 "," 5,469 "," 4,075 "," 4,330 "," 4,089 "," 4,767 "," 4,921 "," 6,594 "," 5,008 "," 6,049 "," 5,712 "," 5,361 "," 5,312 "," 5,240 "," 4,814 "," 3,167 "," 4,551 "," 2,402 "," 5,810 "," 5,377 "," 6,693 "," 535,747 ",,,,,,,,,,,,,,,,
수출,EV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 7 , 19 , 11 , 3 , 30 ," 2,254 "," 4,852 "," 3,957 "," 8,081 "," 7,884 "," 4,496 "," 2,527 "," 3,371 "," 1,817 "," 2,578 "," 1,484 "," 1,702 "," 1,322 "," 1,178 ", 925 , 740 , 553 ," 1,117 "," 1,697 "," 52,605 ",,,,,,,,,,,,,,,,
수출,K7 / K8 / Cadenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 48 ,15 , 62 , 53 , 123 , 188 , 289 , 197 , 109 , 164 , 193 , 188 , 220 ,191 , 311 , 108 , 193 , 164 , 195 , 131 , 55 , 53 , 141 , 184 , 288 ,144 , 115 , 309 , 321 , 103 , 10 ,,, 49 , 5 , 115 , 85 ,30 ," 5,149 ",,,,,,,,,,,,,,,,
수출,Seltos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 7,865 "," 7,909 "," 7,301 "," 7,157 "," 5,147 "," 5,981 "," 4,944 "," 5,091 "," 5,808 "," 5,073 "," 5,178 "," 7,134 "," 8,095 "," 5,703 "," 6,295 "," 5,963 "," 7,411 "," 6,524 "," 11,257 "," 7,926 "," 7,403 "," 8,670 "," 8,521 "," 8,660 "," 11,408 "," 9,238 "," 11,414 "," 10,348 "," 9,390 "," 9,030 "," 9,444 "," 8,691 "," 8,332 "," 8,786 "," 10,674 "," 10,338 ",,,,,,,,,,,,,,," 284,109 ",,,,,,,,,,,,,,,,
수출,Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 7,686 "," 7,614 "," 8,902 "," 11,024 "," 6,996 "," 9,750 "," 8,913 "," 7,171 "," 5,572 "," 6,501 "," 7,607 "," 8,385 "," 6,955 "," 3,286 "," 5,244 "," 7,060 "," 5,129 "," 6,255 "," 8,964 "," 6,449 "," 5,180 "," 5,771 "," 7,990 "," 7,907 "," 7,826 "," 6,637 "," 6,533 "," 6,596 "," 6,898 "," 6,394 "," 5,469 "," 4,075 "," 4,330 "," 4,089 "," 4,767 "," 4,921 ",,,,,,,,,,,,,,," 240,846 ",,,,,,,,,,,,,,,,
수출,Niro Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , 11 , 4 , 410 , 928 ," 1,175 "," 1,426 "," 1,268 "," 1,317 ", 841 , 818 , 762 , 464 , 822 , 846 , 384 , 693 , 586 , 783 ,, 47 ,,,,,,,,,,,,,,," 13,585 ",,,,,,,,,,,,,,,,
수출,EV6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 4 , 1 , 9 , 10 , 8 ," 3,760 "," 3,716 "," 4,234 "," 2,607 "," 4,110 "," 6,263 "," 5,100 "," 4,978 "," 4,257 "," 4,494 "," 3,768 "," 6,557 "," 3,106 "," 3,828 "," 4,343 "," 5,474 "," 6,391 "," 6,919 "," 6,873 "," 8,063 "," 6,727 "," 7,777 "," 7,838 "," 7,647 "," 5,968 "," 3,706 "," 4,291 "," 7,012 "," 6,044 "," 8,137 "," 6,545 "," 7,166 "," 4,692 "," 4,701 "," 2,051 "," 2,679 "," 1,426 ", 897 ," 1,415 "," 1,461 "," 1,318 "," 1,357 "," 2,603 "," 202,331 ",,,,,,,,,,,,,,,,
수출,Bongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 141 , 36 , 15 , 35 , 107 , 277 , 192 , 180 , 213 , 186 , 94 , 81 , 1 , 51 , 23 , 24 , 3 , 5 , 4 , 117 , 119 , 10 , 21 , 104 , 17 , 3 ," 2,059 ",,,,,,,,,,,,,,,,
수출,K7 / Cadenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 75 ,202 , - , 1 , 54 , 142 , 199 , 59 , 104 , 124 , 61 , 172 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,193 ",,,,,,,,,,,,,,,,
수출,EV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2 ,, 3 , 4 , 20 , 2 ," 1,424 "," 6,158 "," 7,993 "," 9,098 "," 8,500 "," 7,646 "," 8,028 "," 48,878 ",,,,,,,,,,,,,,,,
수출,EV4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2 , 6 ,2 , 10 ,,,,,,,,,,,,,,,,
수출,Tasman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3 , 1 , 9 , 3 , 2 , 12 , 30 ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
